10	10
20	2
30	2
40	2
50	2
60	2
70	3.66667
80	13.6667
90	18
100	28
110	38
120	20
130	30
140	23.3333
150	33.3333
160	17.3333
170	21.3333
180	31.3333
190	30
200	40
210	50
220	31.7
230	41.7
240	34.9333
250	29.9333
260	39.9333
270	49.9333
280	44.5
290	54.5
300	39.5
310	49.5
320	59.5
330	48.7857
340	58.7857
350	46.5714
360	56.5714
370	46.3095
380	56.3095
390	50.2064
400	60.2064
410	70.2064
420	54.1111
430	64.1111
440	53.5556
450	63.5556
460	54.8413
470	64.8413
480	74.8413
490	61.5079
500	56.7778
510	66.7778
520	76.7778
530	66.7778
540	58.8889
550	68.8889
560	78.8889
570	62.8222
580	72.8222
590	57.2222
600	67.2222
610	61.2
620	71.2
630	60.7111
640	70.7111
650	56.7111
660	66.7111
670	59.1333
680	69.1333
690	59.1333
700	69.1333
710	62
720	72
730	82
740	65
750	75
760	59
770	69
780	79
790	69
800	60.0667
810	70.0667
820	57.2667
830	67.2667
840	57.3333
850	67.3333
860	77.3333
870	66.8952
880	59.569
890	69.5691
900	79.569
910	69.1762
920	79.1762
930	67.6667
940	77.6667
950	71.0238
960	81.0238
970	91.0238
980	81.381
990	91.381
1000	81.2262
1010	91.2262
1020	79.1548
1030	89.1548
1040	99.1548
1050	86.3214
1060	72.8214
1070	63.5
1080	73.5
1090	62.6667
1100	72.6667
1110	82.6667
1120	74.75
1130	64
1140	74
1150	84
1160	69
1170	79
1180	66.4028
1190	76.4028
1200	68.0833
1210	78.0833
1220	69.4083
1230	79.4083
1240	89.4083
1250	73.0125
1260	83.0125
1270	69.6292
1280	79.6292
1290	89.6292
1300	80.0232
1310	90.0232
1320	78.5756
1330	88.5756
1340	76.7661
1350	86.7661
1360	96.7661
1370	87.3347
1380	97.3347
1390	83.7026
1400	72.7435
1410	82.7435
1420	70.928
1430	80.928
1440	90.928
1450	77.6244
1460	87.6244
1470	97.6244
1480	86.9828
1490	75.705
1500	85.705
1510	76.2328
1520	86.2328
1530	77.1389
1540	87.1389
1550	76.0516
1560	86.0516
1570	69.9246
1580	79.9246
1590	89.9246
1600	74.3825
1610	57.9667
1620	67.9667
1630	77.9667
1640	58.9952
1650	68.9952
1660	60.4339
1670	70.4339
1680	80.434
1690	72.0985
1700	82.0985
1710	76.15
1720	68.3825
1730	78.3825
1740	70.472
1750	80.472
1760	90.472
1770	76.772
1780	86.772
1790	72.8836
1800	82.8836
1810	92.8836
1820	84.2773
1830	94.2773
1840	79.4541
1850	89.4541
1860	82.2946
1870	92.2946
1880	102.295
1890	88.1381
1900	98.1381
1910	108.138
1920	88.7502
1930	77.05
1940	87.05
1950	76.443
1960	86.443
1970	71.6202
1980	81.6202
1990	72.9403
2000	82.9403
2010	73.9881
2020	83.9881
2030	70.8616
2040	80.8616
2050	75.5191
2060	85.5191
2070	77.4239
2080	87.424
2090	97.424
2100	88.8372
2110	98.8372
2120	85.4519
2130	95.4519
2140	105.452
2150	90.9237
2160	100.924
2170	93.9685
2180	84.4203
2190	94.4203
2200	104.42
2210	94.2526
2220	104.253
2230	90.5758
2240	100.576
2250	110.576
2260	96.3049
2270	106.305
2280	91.444
2290	101.444
2300	111.444
2310	99.297
2320	109.297
2330	119.297
2340	98.3388
2350	108.339
2360	118.339
2370	103.467
2380	113.467
2390	123.467
2400	107.886
2410	117.885
2420	101.753
2430	111.753
2440	92.6197
2450	102.62
2460	89.6569
2470	99.6569
2480	81.1095
2490	91.1094
2500	78.3597
2510	88.3597
2520	76.9368
2530	86.9368
2540	96.9368
2550	87.9447
2560	76.8379
2570	69.0514
2580	79.0514
2590	67.5296
2600	77.5296
2610	87.5296
2620	80.3162
2630	71.1858
2640	81.1858
2650	76.087
2660	86.087
2670	96.087
2680	85.3913
2690	74.3025
2700	84.3025
2710	94.3025
2720	78.0562
2730	88.0562
2740	77.5969
2750	87.5969
2760	81.0105
2770	91.0105
2780	101.011
2790	92.6105
2800	81.7093
2810	91.7093
2820	81.2029
2830	91.2029
2840	76.0945
2850	86.0946
2860	72.3319
2870	82.332
2880	92.3319
2890	72.7947
2900	82.7947
2910	73.4628
2920	83.4628
2930	93.4628
2940	82.2361
2950	92.2361
2960	87.9164
2970	97.9164
2980	107.916
2990	96.9599
3000	106.96
3010	97.0496
3020	107.05
3030	117.05
3040	106.211
3050	116.211
3060	101.347
3070	111.347
3080	93.3247
3090	103.325
3100	113.325
3110	96.1492
3120	106.149
3130	93.4888
3140	103.489
3150	113.489
3160	101.659
3170	111.659
3180	121.659
3190	109.571
3200	119.571
3210	104.742
3220	114.742
3230	124.742
3240	106.693
3250	116.693
3260	93.175
3270	103.175
3280	113.175
3290	91.6981
3300	101.698
3310	111.698
3320	97.5814
3330	107.581
3340	93.3876
3350	103.388
3360	90.5924
3370	100.592
3380	110.592
3390	92.2508
3400	102.251
3410	85.2388
3420	95.2388
3430	84.9855
3440	94.9855
3450	85.0563
3460	95.0563
3470	87.1576
3480	97.1576
3490	107.158
3500	93.7149
3510	103.715
3520	92.7073
3530	102.707
3540	91.3958
3550	101.396
3560	88.5472
3570	98.5472
3580	108.547
3590	93.3013
3600	103.301
3610	113.301
3620	100.328
3630	82.6433
3640	92.6432
3650	102.643
3660	94.0578
3670	82.9701
3680	72.2071
3690	82.2071
3700	73.4955
3710	83.4955
3720	70.5852
3730	80.5852
3740	67.8868
3750	77.8868
3760	68.63
3770	78.63
3780	71.1697
3790	81.1697
3800	75.9316
3810	85.9316
3820	78.4713
3830	88.4713
3840	77.8363
3850	87.8363
3860	97.8363
3870	87.8363
3880	97.8363
3890	107.836
3900	117.836
3910	109.524
3920	119.524
3930	129.524
3940	114.189
3950	124.189
3960	108.869
3970	118.869
3980	128.869
3990	109.439
4000	119.439
4010	103.034
4020	113.034
4030	97.0555
4040	107.055
4050	89.7652
4060	99.7652
4070	86.1337
4080	96.1337
4090	83.0987
4100	69.8375
4110	79.8375
4120	89.8375
4130	76.4432
4140	86.4432
4150	79.5027
4160	89.5027
4170	78.5661
4180	88.5661
4190	81.543
4200	91.543
4210	101.543
4220	92.3723
4230	102.372
4240	93.8169
4250	84.2843
4260	94.2843
4270	104.284
4280	91.5538
4290	101.554
4300	111.554
4310	93.5079
4320	77.5623
4330	87.5623
4340	97.5623
4350	84.7417
4360	75.0108
4370	85.0108
4380	95.0108
4390	81.4966
4400	91.4966
4410	82.0521
4420	92.0521
4430	102.052
4440	92.0235
4450	102.024
4460	91.187
4470	101.187
4480	111.187
4490	101.546
4500	111.546
4510	121.546
4520	109.417
4530	119.417
4540	129.417
4550	111.323
4560	121.323
4570	101.549
4580	111.549
4590	95.0752
4600	105.075
4610	115.075
4620	96.1562
4630	106.156
4640	116.156
4650	100.326
4660	110.326
4670	95.7955
4680	105.795
4690	115.795
4700	101.516
4710	111.516
4720	94.8025
4730	79.3279
4740	89.3279
4750	99.3279
4760	91.2739
4770	101.274
4780	88.4443
4790	98.4443
4800	85.2609
4810	95.2609
4820	84.0922
4830	94.0922
4840	82.7036
4850	92.7036
4860	102.704
4870	90.0818
4880	100.082
4890	85.9047
4900	95.9047
4910	105.905
4920	85.3563
4930	95.3563
4940	86.7685
4950	77.4387
4960	87.4387
4970	97.4387
4980	87.1221
4990	75.8452
5000	85.8452
5010	95.8452
5020	82.6658
5030	92.6658
5040	102.666
5050	92.8217
5060	102.822
5070	112.822
5080	102.565
5090	112.565
5100	122.565
5110	105.136
5120	115.136
5130	99.7818
5140	109.782
5150	95.718
5160	105.718
5170	115.718
5180	101.695
5190	87.5112
5200	97.5112
5210	107.511
5220	93.7812
5230	103.781
5240	89.0466
5250	99.0466
5260	83.3338
5270	93.3338
5280	103.334
5290	84.9008
5300	94.9008
5310	104.901
5320	97.7399
5330	107.74
5340	95.1521
5350	105.152
5360	92.4473
5370	80.5347
5380	90.5347
5390	100.535
5400	86.6739
5410	96.6739
5420	83.7347
5430	93.7346
5440	81.7171
5450	91.7171
5460	81.1487
5470	91.1487
