10	5
20	5
30	5
40	5
50	5
60	5
70	7.5
80	15
90	25
100	27.5
110	37.5
120	27.5
130	37.5
140	47.5
150	37.5
160	47.5
170	32.5
180	42.5
190	52.5
200	37.5
210	47.5
220	32.5
230	42.5
240	52.5
250	41.0833
260	51.0833
270	36.0833
280	46.0833
290	56.0833
300	48.8333
310	58.8333
320	43.8333
330	53.8333
340	63.8333
350	50.4286
360	60.4286
370	51.3333
380	61.3333
390	40.2857
400	50.2857
410	60.2857
420	53.7143
430	63.7143
440	53.3651
450	63.3651
460	42.5651
470	52.5651
480	47.5317
490	57.5317
500	53.4374
510	63.4374
520	73.4374
530	56.8556
540	66.8556
550	54.8616
560	64.8616
570	74.8616
580	58.4333
590	45.2364
600	55.2364
610	65.2364
620	51.5303
630	61.5303
640	51.1136
650	61.1136
660	71.1136
670	61.4528
680	71.4528
690	59.081
700	69.081
710	52.1579
720	62.1579
730	53.1667
740	63.1667
750	52.4725
760	62.4725
770	72.4725
780	56.6484
790	44.3956
800	54.3956
810	64.3956
820	52.3788
830	62.3788
840	49.2788
850	59.2788
860	46.6627
870	56.6627
880	66.6627
890	56.993
900	44.218
910	54.218
920	64.218
930	55.2722
940	65.2722
950	58.3972
960	68.3972
970	52.1472
980	62.1472
990	53.4744
1000	63.4744
1010	55.1765
1020	65.1765
1030	75.1765
1040	56.8309
1050	66.8309
1060	53.4228
1070	63.4228
1080	73.4228
1090	58.7647
1100	68.7647
1110	47.915
1120	35.6797
1130	45.6797
1140	55.6797
1150	50.6797
1160	60.6797
1170	44.0131
1180	54.0131
1190	64.0131
1200	55.6797
1210	65.6797
1220	53.4575
1230	63.4575
1240	53.5452
1250	63.5452
1260	55.4751
1270	65.4751
1280	75.4751
1290	53.0832
1300	63.0832
1310	54.6316
1320	64.6316
1330	54.3158
1340	64.3158
1350	74.3158
1360	52.7385
1370	43.3699
1380	53.3699
1390	63.3699
1400	53.0682
1410	63.0682
1420	45.7424
1430	55.7424
1440	46.6712
1450	56.6712
1460	66.6712
1470	53.7033
1480	63.7033
1490	54.5221
1500	64.5221
1510	74.5221
1520	63.4592
1530	45.7071
1540	55.7071
1550	65.7071
1560	56.7991
1570	66.7991
1580	55.3832
1590	65.3832
1600	41.6667
1610	51.6667
1620	46.084
1630	56.084
1640	49.6424
1650	59.6424
1660	69.6424
1670	45.8493
1680	55.8493
1690	50.5747
1700	60.5747
1710	51.4092
1720	61.4092
1730	52.6103
1740	62.6103
1750	52.8943
1760	62.8943
1770	72.8942
1780	50.6943
1790	60.6943
1800	51.4839
1810	61.4839
1820	71.4839
1830	63.3773
1840	73.3773
1850	53.2295
1860	63.2295
1870	46.3091
1880	56.3091
1890	53.3526
1900	63.3526
1910	73.3526
1920	52.8936
1930	62.8936
1940	56.1026
1950	66.1026
1960	76.1026
1970	65.7119
1980	49.1433
1990	59.1433
2000	49.3682
2010	59.3682
2020	69.3682
2030	57.029
2040	53.9296
2050	63.9296
2060	73.9296
2070	68.9863
2080	78.9863
2090	62.1442
2100	72.1442
2110	82.1442
2120	72.8391
2130	82.8391
2140	73.1862
2150	83.1862
2160	61.3887
2170	71.3887
2180	55.8901
2190	65.8901
2200	55.109
2210	65.109
2220	47.9706
2230	57.9706
2240	67.9706
2250	62.2111
2260	72.2111
2270	59.7111
2280	69.7111
2290	60.4611
2300	70.4611
2310	61.3408
2320	71.3408
2330	81.3408
2340	59.2774
2350	69.2774
2360	62.8293
2370	72.8293
2380	65.0502
2390	75.0502
2400	57.5653
2410	47.2019
2420	57.2019
2430	67.2019
2440	58.7085
2450	68.7085
2460	51.5656
2470	61.5656
2480	71.5656
2490	64.3503
2500	74.3503
2510	61.6534
2520	71.6534
2530	60.8049
2540	70.8049
2550	63.2814
2560	73.2814
2570	83.2814
2580	61.4632
2590	71.4632
2600	61.0563
2610	71.0563
2620	64.5455
2630	74.5455
2640	84.5455
2650	62.7273
2660	49.0182
2670	59.0182
2680	69.0182
2690	60.9051
2700	70.9051
2710	54.1778
2720	64.1778
2730	57.981
2740	67.981
2750	77.981
2760	68.1506
2770	51.9573
2780	61.9574
2790	71.9574
2800	64.2524
2810	74.2524
2820	63.7204
2830	73.7204
2840	53.8222
2850	63.8222
2860	54.4637
2870	64.4637
2880	58.1113
2890	68.1113
2900	78.1113
2910	58.627
2920	68.627
2930	61.7089
2940	71.7089
2950	63.2013
2960	73.2013
2970	57.4702
2980	67.4702
2990	56.5047
3000	66.5047
3010	76.5047
3020	67.3746
3030	77.3746
3040	57.2864
3050	67.2864
3060	55.7302
3070	65.7302
3080	59.8328
3090	69.8328
3100	79.8328
3110	59.9997
3120	69.9997
3130	62.4518
3140	72.4518
3150	64.0865
3160	74.0865
3170	84.0865
3180	64.372
3190	49.1461
3200	59.1461
3210	51.343
3220	61.343
3230	71.343
3240	55.8469
3250	65.8469
3260	61.898
3270	71.898
3280	64.1802
3290	74.1802
3300	58.4659
3310	68.4659
3320	60.1523
3330	70.1523
3340	61.2588
3350	71.2588
3360	55.7475
3370	65.7475
3380	56.2899
3390	66.2899
3400	58.3041
3410	68.3041
3420	52.5718
3430	62.5718
3440	72.5718
3450	62.6024
3460	72.6024
3470	61.3137
3480	71.3137
3490	60.6316
3500	70.6316
3510	60.7645
3520	70.7645
3530	80.7645
3540	61.4213
3550	71.4213
3560	63.0834
3570	73.0834
3580	66.6061
3590	76.6061
3600	86.6061
3610	67.6061
3620	54.2221
3630	64.2221
3640	55.5244
3650	65.5244
3660	75.5244
3670	61.1107
3680	71.1107
3690	59.7857
3700	69.7857
3710	79.7857
3720	69.8398
3730	79.8398
3740	61.7961
3750	49.6505
3760	59.6505
3770	69.6505
3780	62.5648
3790	72.5648
3800	58.0921
3810	68.0921
3820	78.0921
3830	70.6149
3840	80.6149
3850	71.1128
3860	81.1128
3870	62.4765
3880	72.4765
3890	59.1431
3900	69.1431
3910	56.0606
3920	66.0606
3930	76.0606
3940	57.2655
3950	67.2655
3960	60.9534
3970	70.9534
3980	65.3008
3990	75.3008
4000	60.2261
4010	70.2261
4020	58.8033
4030	68.8033
4040	59.8725
4050	69.8725
4060	54.7978
4070	64.7978
4080	54.4776
4090	64.4776
4100	74.4776
4110	63.6804
4120	73.6804
4130	65.3038
4140	75.3038
4150	85.3038
4160	72.4781
4170	57.7722
4180	67.7722
4190	77.7722
4200	66.4192
4210	76.4192
4220	65.831
4230	75.831
4240	85.831
4250	75.8064
4260	66.3235
4270	76.3235
4280	61.5324
4290	71.5324
4300	81.5324
4310	67.7856
4320	77.7856
4330	60.4263
4340	70.4263
4350	50.948
4360	60.948
4370	56.1094
4380	66.1094
4390	76.1094
4400	68.7784
4410	78.7784
4420	58.8629
4430	68.8629
4440	61.6698
4450	71.6698
4460	81.6698
4470	69.7819
4480	54.4298
4490	64.4298
4500	74.4298
4510	63.0109
4520	73.0109
4530	61.8841
4540	71.8841
4550	64.973
4560	74.973
4570	84.973
4580	75.2547
4590	85.2547
4600	65.565
4610	75.565
4620	62.3987
4630	72.3987
4640	59.6017
4650	69.6017
4660	79.6017
4670	59.3146
4680	69.3146
4690	63.7621
4700	73.7621
4710	65.8274
4720	75.8274
4730	85.8274
4740	64.8313
4750	74.8313
4760	64.1009
4770	74.1009
4780	60.0914
4790	70.0914
4800	53.3347
4810	63.3347
4820	58.662
4830	68.662
4840	61.107
4850	71.107
4860	54.5108
4870	64.5108
4880	74.5108
4890	62.9819
4900	72.9819
4910	62.8614
4920	46.1151
4930	56.1151
4940	66.1151
4950	60.9336
4960	70.9336
